ID;ADDRESS;STREET;STREET NO;ZIP;CITY_POST;CITY;region2;poviat;region3;subreg;coords.x1;coords.x2;LEGAL_FORM1;LEGAL_FORM2;OWNERSHIP;PKD7;SEC_PKD7;GR_EMPL;empl
215317;24-100 Pu³awy Go³¹b ul. Pu³awska 45;ul. Pu³awska;45;24-100;Pu³awy;Go³¹b;powiat pu³awski;powiat pu�awski;gmina Pu³awy;4;21,87450042;51,48785877;2;19;214;4322Z;F;1;5
12211;21-560 Miêdzyrzec Podlaski Przychody   13;NA;13;21-560;Miêdzyrzec Podlaski;Przychody;powiat bialski;powiat bialski;Miêdzyrzec Podlaski;1;22,78021002;51,98163999;9;99;214;0150Z;A;1;5
78965;22-300 Krasnystaw Krasnystaw ul. Zamkowa 1;ul. Zamkowa;1;22-300;Krasnystaw;Krasnystaw;powiat krasnostawski;powiat krasnostawski;Krasnystaw;2;23,17378845;50,98593173;2;386;113;8532A;P;1;5
280286;22-437 £abunie Ruszów   161;NA;161;22-437;£abunie;Ruszów;powiat zamojski;powiat zamojski;gmina £abunie;2;23,33329744;50,64207359;9;99;214;0150Z;A;1;5
263811;22-600 Tomaszów Lubelski Majdan Górny Pierwszy   73;NA;73;22-600;Tomaszów Lubelski;Majdan Górny Pierwszy;powiat tomaszowski;powiat tomaszowski;gmina Tomaszów Lubelski;2;23,47347002;50,46258001;9;99;214;0150Z;A;1;5
105944;23-213 Zakrzówek Bystrzyca   70;NA;70;23-213;Zakrzówek;Bystrzyca;powiat kranicki;powiat kra�nicki;gmina Zakrzówek;4;22,38212179;50,95022981;9;99;214;0150Z;A;1;5
231816;08-530 Dêblin Dêblin ul. Wilana 71D;ul. Wilana;71D;08-530;Dêblin;Dêblin;powiat rycki;powiat rycki;Dêblin;4;21,83660995;51,5739;9;99;214;0150Z;A;1;5
18804;21-580 Wisznice Polubicze Wiejskie   87;NA;87;21-580;Wisznice;Polubicze Wiejskie;powiat bialski;powiat bialski;gmina Wisznice;1;23,08827575;51,79743312;9;99;214;0150Z;A;1;5
292553;22-400 Zamoæ Sitaniec   422;NA;422;22-400;Zamoæ;Sitaniec;powiat zamojski;powiat zamojski;gmina Zamoæ;2;23,23368362;50,76109727;2;397;113;8560Z;P;2;30
3582;21-500 Bia³a Podlaska Hrud   51A;NA;51A;21-500;Bia³a Podlaska;Hrud;powiat bialski;powiat bialski;gmina Bia³a Podlaska;1;23,13525001;52,09623;9;99;214;0150Z;A;1;5
302016;21-500 Bia³a Podlaska Bia³a Podlaska ul. Warszawska 74;ul. Warszawska;74;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,06764099;52,03359866;9;99;214;8551Z;P;1;5
347073;20-838 Lublin Lublin ul. Jana Kiepury 5B;ul. Jana Kiepury;5B;20-838;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,5452194;51,26012944;9;99;214;4773Z;G;1;5
45998;22-170 Rejowiec Fabryczny Paw³ów ul. Kocielna 6;ul. Kocielna;6;22-170;Rejowiec Fabryczny;Paw³ów;powiat che³mski;powiat che�mski;Rejowiec Fabryczny;2;23,22486217;51,1181504;9;99;214;4333Z;F;1;5
166092;21-412 Adamów Konorzatka   46;NA;46;21-412;Adamów;Konorzatka;powiat ³ukowski;powiat �ukowski;gmina Adamów;4;22,24051002;51,71201997;9;99;214;0150Z;A;1;5
64054;22-510 Uchanie Staszic   21;NA;21;22-510;Uchanie;Staszic;powiat hrubieszowski;powiat hrubieszowski;gmina Uchanie;2;23,68618346;50,88166023;9;99;214;0150Z;A;1;5
307077;22-100 Che³m Che³m ul. Boles³awa Wirskiego 14;ul. Boles³awa Wirskiego;14;22-100;Che³m;Che³m;Che³m;powiat Che�m;Che³m;2;23,46360302;51,12321591;9;99;214;0150Z;A;1;5
63996;22-510 Uchanie Chy¿owice   38;NA;38;22-510;Uchanie;Chy¿owice;powiat hrubieszowski;powiat hrubieszowski;gmina Uchanie;2;23,71257999;50,86274001;9;99;214;0150Z;A;1;5
234434;08-503 Nowodwór Grabowce Górne   25;NA;25;08-503;Nowodwór;Grabowce Górne;powiat rycki;powiat rycki;gmina Nowodwór;4;22,10418995;51,62294002;9;99;214;5510Z;I;1;5
317808;20-824 Lublin Lublin al. Warszawska 94;al. Warszawska;94;20-824;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,50807673;51,26077;2;383;113;8520Z;P;3;150
33327;23-413 Obsza Zamch   53;NA;53;23-413;Obsza;Zamch;powiat bi³gorajski;powiat bi�gorajski;gmina Obsza;2;23,02615851;50,31781171;9;99;214;0150Z;A;1;5
29841;23-450 Goraj Goraj ul. Frampolska 80;ul. Frampolska;80;23-450;Goraj;Goraj;powiat bi³gorajski;powiat bi�gorajski;gmina Goraj;2;22,6621996;50,713173;9;99;214;0150Z;A;1;5
336421;20-470 Lublin Lublin ul. Na³kowskich 97;ul. Na³kowskich;97;20-470;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,5440991;51,21332341;9;99;214;4932Z;H;1;5
218855;24-103 ¯yrzyn Skrudki   24;NA;24;24-103;¯yrzyn;Skrudki;powiat pu³awski;powiat pu�awski;gmina ¯yrzyn;4;22,03928003;51,55220001;9;99;214;0150Z;A;1;5
127878;23-100 Bychawa Osowa-Kolonia   24;NA;24;23-100;Bychawa;Osowa-Kolonia;powiat lubelski;powiat lubelski;gmina Bychawa;3;22,53453499;51,01522251;9;99;214;8129Z;N;1;5
348838;20-538 Lublin Lublin ul. Watykañska 8;ul. Watykañska;8;20-538;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,52289563;51,22842201;9;99;214;0150Z;A;1;5
114644;21-150 Kock Poizdów   41;NA;41;21-150;Kock;Poizdów;powiat lubartowski;powiat lubartowski;gmina Kock;3;22,35659086;51,62836649;9;99;214;0150Z;A;1;5
308270;22-100 Che³m Che³m ul. Kolejowa 62B;ul. Kolejowa;62B;22-100;Che³m;Che³m;Che³m;powiat Che�m;Che³m;2;23,49083158;51,13860167;9;99;214;0150Z;A;1;5
354965;20-812 Lublin Lublin ul. Jana Sobieskiego 11;ul. Jana Sobieskiego;11;20-812;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,52094892;51,25630503;1;117;215;4690Z;G;1;5
70909;23-302 Godziszów Godziszów Drugi   1;NA;1;23-302;Godziszów;Godziszów Drugi;powiat janowski;powiat janowski;gmina Godziszów;4;22,49484957;50,7491634;9;99;214;0150Z;A;1;5
43816;22-145 Dubienka Dubienka ul. Rynek 25;ul. Rynek;25;22-145;Dubienka;Dubienka;powiat che³mski;powiat che�mski;gmina Dubienka;2;23,8935907;51,04693396;9;99;214;4677Z;G;1;5
216974;24-122 Góra Pu³awska Janów   44;NA;44;24-122;Góra Pu³awska;Janów;powiat pu³awski;powiat pu�awski;gmina Pu³awy;4;21,93299819;51,41027976;9;99;214;0150Z;A;1;5
144609;21-025 Niemce Rudka Koz³owiecka   3;NA;3;21-025;Niemce;Rudka Koz³owiecka;powiat lubelski;powiat lubelski;gmina Niemce;3;22,59511;51,36151997;9;99;214;0150Z;A;1;5
323832;20-213 Lublin Lublin ul. Gospodarcza 7;ul. Gospodarcza;7;20-213;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,60184537;51,24484861;1;50;215;9491Z;S;1;5
137140;21-030 Motycz Motycz Leny   46;NA;46;21-030;Motycz;Motycz Leny;powiat lubelski;powiat lubelski;gmina Konopnica;3;22,35034245;51,24705111;9;99;214;0150Z;A;1;5
212000;24-170 Kurów Olesin   37;NA;37;24-170;Kurów;Olesin;powiat pu³awski;powiat pu�awski;gmina Kurów;4;22,20134766;51,38516499;9;99;214;4941Z;H;1;5
54711;22-500 Hrubieszów Hrubieszów ul. Polna 38;ul. Polna;38;22-500;Hrubieszów;Hrubieszów;powiat hrubieszowski;powiat hrubieszowski;Hrubieszów;2;23,89406169;50,79902981;9;99;214;0150Z;A;1;5
95364;27-635 Annopol Huta   8;NA;8;27-635;Annopol;Huta;powiat kranicki;powiat kra�nicki;gmina Annopol;4;21,90954488;50,89239567;9;99;214;4711Z;G;1;5
362933;22-400 Zamoæ Zamoæ ul. Henryka Sienkiewicza 5;ul. Henryka Sienkiewicza;5;22-400;Zamoæ;Zamoæ;Zamoæ;powiat Zamo��;Zamoæ;2;23,26125619;50,71263618;9;99;214;8559A;P;1;5
60590;22-500 Hrubieszów Mieniany   50;NA;50;22-500;Hrubieszów;Mieniany;powiat hrubieszowski;powiat hrubieszowski;gmina Hrubieszów;2;23,94638002;50,7307;2;383;113;8520Z;P;2;30
61546;22-530 Modryniec Modryniec   51;NA;51;22-530;Modryniec;Modryniec;powiat hrubieszowski;powiat hrubieszowski;gmina Mircze;2;23,88172997;50,70370001;9;99;214;0150Z;A;1;5
360440;20-863 Lublin Lublin ul. Górska 11;ul. Górska;11;20-863;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,55570801;51,26666168;9;99;214;4321Z;F;1;5
125966;24-224 Borzechów Borzechów   17;NA;17;24-224;Borzechów;Borzechów;powiat lubelski;powiat lubelski;gmina Borzechów;3;22,27914;51,08962;9;99;214;0150Z;A;1;5
239411;08-540 Stê¿yca Pra¿mów   21;NA;21;08-540;Stê¿yca;Pra¿mów;powiat rycki;powiat rycki;gmina Stê¿yca;4;21,70407;51,59201999;9;99;214;0150Z;A;1;5
347949;20-470 Lublin Lublin ul. Na³kowskich 305A;ul. Na³kowskich;305A;20-470;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,53798748;51,198377;9;99;214;0150Z;A;1;5
344672;20-624 Lublin Lublin ul. Irydiona 6;ul. Irydiona;6;20-624;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,51108195;51,2412317;9;99;214;7420Z;M;1;5
332341;20-004 Lublin Lublin ul. Gabriela Narutowicza 20;ul. Gabriela Narutowicza;20;20-004;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,55949151;51,24506145;9;99;214;4719Z;G;1;5
224090;21-302 K¹kolewnica Wschodnia Brzozowica Du¿a   144;NA;144;21-302;K¹kolewnica Wschodnia;Brzozowica Du¿a;powiat radzyñski;powiat radzy�ski;gmina K¹kolewnica;1;22,6166667;51,95000001;9;99;214;4399Z;F;1;5
292752;22-400 Zamoæ Bortatycze-Kolonia   5A;NA;5A;22-400;Zamoæ;Bortatycze-Kolonia;powiat zamojski;powiat zamojski;gmina Zamoæ;2;23,19357816;50,76056029;9;99;214;8121Z;N;1;5
69166;23-304 Dzwola Kocudza Pierwsza   133;NA;133;23-304;Dzwola;Kocudza Pierwsza;powiat janowski;powiat janowski;gmina Dzwola;4;22,61126701;50,67125422;9;99;214;0150Z;A;1;5
125040;24-200 Be³¿yce Matczyn   30;NA;30;24-200;Be³¿yce;Matczyn;powiat lubelski;powiat lubelski;gmina Be³¿yce;3;22,30981998;51,2002;9;99;214;0150Z;A;1;5
33674;23-413 Obsza Dorbozy   23A;NA;23A;23-413;Obsza;Dorbozy;powiat bi³gorajski;powiat bi�gorajski;gmina Obsza;2;22,96093327;50,34639518;9;99;214;0150Z;A;1;5
271108;22-235 Hañsk Pierwszy Hañsk Pierwszy ul. Osiedlowa 12;ul. Osiedlowa;12;22-235;Hañsk Pierwszy;Hañsk Pierwszy;powiat w³odawski;powiat w�odawski;gmina Hañsk;1;23,4092474;51,40322021;9;99;214;0150Z;A;1;5
364821;22-400 Zamoæ Zamoæ ul. Graniczna 13A;ul. Graniczna;13A;22-400;Zamoæ;Zamoæ;Zamoæ;powiat Zamo��;Zamoæ;2;23,2520954;50,74118547;9;99;214;4941Z;H;1;5
352267;20-860 Lublin Lublin ul. Ignacego Paderewskiego 14;ul. Ignacego Paderewskiego;14;20-860;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,55376486;51,27527161;9;99;214;0150Z;A;1;5
337662;20-425 Lublin Lublin ul. Kwiatowa 12;ul. Kwiatowa;12;20-425;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,57256328;51,22451546;9;99;214;0150Z;A;1;5
232158;08-530 Dêblin Dêblin ul. Ignacego Krasickiego 24;ul. Ignacego Krasickiego;24;08-530;Dêblin;Dêblin;powiat rycki;powiat rycki;Dêblin;4;21,87863996;51,54345001;9;99;214;4779Z;G;1;5
258746;22-650 £aszczów Muratyn   72;NA;72;22-650;£aszczów;Muratyn;powiat tomaszowski;powiat tomaszowski;gmina £aszczów;2;23,71171195;50,56922891;9;99;214;0150Z;A;1;5
4959;21-500 Bia³a Podlaska Styrzyniec   53;NA;53;21-500;Bia³a Podlaska;Styrzyniec;powiat bialski;powiat bialski;gmina Bia³a Podlaska;1;22,98918996;52,02357998;9;99;214;0150Z;A;1;5
217965;24-160 W¹wolnica £opatki   55;NA;55;24-160;W¹wolnica;£opatki;powiat pu³awski;powiat pu�awski;gmina W¹wolnica;4;22,15963999;51,33526997;9;99;214;7111Z;M;1;5
17965;21-580 Wisznice Wygoda   17;NA;17;21-580;Wisznice;Wygoda;powiat bialski;powiat bialski;gmina Wisznice;1;23,20367441;51,78666207;9;99;214;0150Z;A;1;5
236343;08-500 Ryki Ryki ul. £¹kowa 24A;ul. £¹kowa;24A;08-500;Ryki;Ryki;powiat rycki;powiat rycki;gmina Ryki;4;21,93524002;51,62816998;9;99;214;4331Z;F;1;5
277196;22-435 Komarów-Osada Kraczew   14;NA;14;22-435;Komarów-Osada;Kraczew;powiat zamojski;powiat zamojski;gmina Komarów-Osada;2;23,57264556;50,59168312;9;99;214;0150Z;A;1;5
152159;21-070 Cyców Ma³ków   6A;NA;6A;21-070;Cyców;Ma³ków;powiat ³êczyñski;powiat ��czy�ski;gmina Cyców;3;23,24755002;51,32164002;9;99;214;0150Z;A;1;5
48808;22-130 Siedliszcze Wola Korybutowa Druga   63;NA;63;22-130;Siedliszcze;Wola Korybutowa Druga;powiat che³mski;powiat che�mski;gmina Siedliszcze;2;23,11482321;51,22790589;9;99;214;0150Z;A;1;5
119016;21-104 Niedwiada Zabiele   117;NA;117;21-104;Niedwiada;Zabiele;powiat lubartowski;powiat lubartowski;gmina Niedwiada;3;22,69179002;51,53909997;9;99;214;0150Z;A;1;5
244614;21-040 widnik widnik al. Lotników Polskich 44;al. Lotników Polskich;44;21-040;widnik;widnik;powiat widnicki;powiat �widnicki;widnik;3;22,69227228;51,21681634;9;99;214;0150Z;A;1;5
13792;21-530 Piszczac Zalutyñ   64;NA;64;21-530;Piszczac;Zalutyñ;powiat bialski;powiat bialski;gmina Piszczac;1;23,33802995;51,97635;9;99;214;0150Z;A;1;5
347308;20-434 Lublin Lublin ul. Jana Kochanowskiego 50;ul. Jana Kochanowskiego;50;20-434;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,58456953;51,2145326;2;19;214;1399Z;C;1;5
209750;24-130 Koñskowola Chrz¹chów   115A;NA;115A;24-130;Koñskowola;Chrz¹chów;powiat pu³awski;powiat pu�awski;gmina Koñskowola;4;22,12220998;51,41571998;9;99;214;4711Z;G;1;5
80763;22-415 Gorzków-Osada Gorzków-Osada ul. Partyzantów 70;ul. Partyzantów;70;22-415;Gorzków-Osada;Gorzków-Osada;powiat krasnostawski;powiat krasnostawski;gmina Gorzków;2;23,00683997;50,95001;9;99;214;0150Z;A;1;5
178619;21-404 Trzebieszów Celiny   73;NA;73;21-404;Trzebieszów;Celiny;powiat ³ukowski;powiat �ukowski;gmina Trzebieszów;4;22,46590999;51,99722;9;99;214;0150Z;A;1;5
317123;20-009 Lublin Lublin ul. Kapucyñska 1A;ul. Kapucyñska;1A;20-009;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,56078008;51,24686751;1;55;215;9499Z;S;1;5
127792;23-100 Bychawa Bychawka Trzecia   64;NA;64;23-100;Bychawa;Bychawka Trzecia;powiat lubelski;powiat lubelski;gmina Bychawa;3;22,53166667;51,06694437;9;99;214;0150Z;A;1;5
335016;20-504 Lublin Lublin ul. W³adys³awa Orkana 23;ul. W³adys³awa Orkana;23;20-504;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,5020224;51,2318461;9;99;214;7430Z;M;1;5
93078;23-200 Kranik Kranik ul. Urzêdowska 262;ul. Urzêdowska;262;23-200;Kranik;Kranik;powiat kranicki;powiat kra�nicki;Kranik;4;22,20549845;50,94222279;9;99;214;0150Z;A;1;5
296867;21-500 Bia³a Podlaska Bia³a Podlaska ul. Orzechowa 36;ul. Orzechowa;36;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,14708024;52,02846054;9;99;214;0150Z;A;1;5
302890;21-500 Bia³a Podlaska Bia³a Podlaska ul. Gabriela Narutowicza 39;ul. Gabriela Narutowicza;39;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,12288152;52,03309528;1;55;215;9312Z;R;1;5
171469;21-400 £uków Suleje   67B;NA;67B;21-400;£uków;Suleje;powiat ³ukowski;powiat �ukowski;gmina £uków;4;22,4333333;51,96666671;9;99;214;4941Z;H;1;5
177525;21-404 Trzebieszów Dêbowica   85;NA;85;21-404;Trzebieszów;Dêbowica;powiat ³ukowski;powiat �ukowski;gmina Trzebieszów;4;22,44884999;51,95124998;9;99;214;4941Z;H;1;5
358547;20-029 Lublin Lublin ul. Marii Curie-Sk³odowskiej 2;ul. Marii Curie-Sk³odowskiej;2;20-029;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,55172622;51,24558302;9;99;214;7911A;N;1;5
225264;21-302 K¹kolewnica Wschodnia Polskowola   189;NA;189;21-302;K¹kolewnica Wschodnia;Polskowola;powiat radzyñski;powiat radzy�ski;gmina K¹kolewnica;1;22,65875376;51,93068038;9;99;214;0150Z;A;1;5
111194;21-136 Firlej Firlej ul. Kozia 3;ul. Kozia;3;21-136;Firlej;Firlej;powiat lubartowski;powiat lubartowski;gmina Firlej;3;22,50766193;51,55862346;1;23;214;6832Z;L;1;5
221815;21-345 Borki Tchórzew-Kolonia   205;NA;205;21-345;Borki;Tchórzew-Kolonia;powiat radzyñski;powiat radzy�ski;gmina Borki;1;22,53501702;51,66969567;9;99;214;0150Z;A;1;5
112473;21-132 Kamionka Siedliska   59;NA;59;21-132;Kamionka;Siedliska;powiat lubartowski;powiat lubartowski;gmina Kamionka;3;22,50214003;51,46705001;9;99;214;0124Z;A;1;5
51207;22-120 Wojs³awice Turowiec   42;NA;42;22-120;Wojs³awice;Turowiec;powiat che³mski;powiat che�mski;gmina Wojs³awice;2;23,63937799;50,95263231;9;99;214;0150Z;A;1;5
23974;23-408 Aleksandrów Aleksandrów Trzeci   487;NA;487;23-408;Aleksandrów;Aleksandrów Trzeci;powiat bi³gorajski;powiat bi�gorajski;gmina Aleksandrów;2;22,86755412;50,46940748;9;99;214;0150Z;A;1;5
78193;22-300 Krasnystaw Krasnystaw ul. Okrzei 15;ul. Okrzei;15;22-300;Krasnystaw;Krasnystaw;powiat krasnostawski;powiat krasnostawski;Krasnystaw;2;23,16467998;50,98387996;9;99;214;6910Z;M;1;5
18538;21-580 Wisznice Wisznice ul. Rowiñska 76;ul. Rowiñska;76;21-580;Wisznice;Wisznice;powiat bialski;powiat bialski;gmina Wisznice;1;23,20970408;51,7870625;9;99;214;0150Z;A;1;5
283739;22-463 Radecznica Gruszka Zaporska   92;NA;92;22-463;Radecznica;Gruszka Zaporska;powiat zamojski;powiat zamojski;gmina Radecznica;2;22,83418997;50,77500751;9;99;214;0150Z;A;1;5
173451;21-422 Stanin Niedwiadka   23;NA;23;21-422;Stanin;Niedwiadka;powiat ³ukowski;powiat �ukowski;gmina Stanin;4;22,10724;51,90230996;9;99;214;0150Z;A;1;5
177100;21-450 Stoczek £ukowski Toczyska   99;NA;99;21-450;Stoczek £ukowski;Toczyska;powiat ³ukowski;powiat �ukowski;gmina Stoczek £ukowski;4;22,00108995;51,98630001;9;99;214;4391Z;F;1;5
295455;22-470 Zwierzyniec Zwierzyniec ul. Rudka 57A;ul. Rudka;57A;22-470;Zwierzyniec;Zwierzyniec;powiat zamojski;powiat zamojski;gmina Zwierzyniec;2;22,99900001;50,61058998;9;99;214;3320Z;C;1;5
342359;20-868 Lublin Lublin ul. Gorczañska 13;ul. Gorczañska;13;20-868;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,55073188;51,2782659;9;99;214;0150Z;A;1;5
304555;22-100 Che³m Che³m ul. Henryka Sienkiewicza 9;ul. Henryka Sienkiewicza;9;22-100;Che³m;Che³m;Che³m;powiat Che�m;Che³m;2;23,47583017;51,13586558;2;85;234;6832Z;L;1;5
144813;21-003 Ciecierzyn Jakubowice Koniñskie-Kolonia ul. Nad Ciemiêg¹ 3;ul. Nad Ciemiêg¹;3;21-003;Ciecierzyn;Jakubowice Koniñskie-Kolonia;powiat lubelski;powiat lubelski;gmina Niemce;3;22,53659994;51,31644997;9;99;214;6820Z;L;1;5
191894;24-320 Poniatowa Niezabitów   3;NA;3;24-320;Poniatowa;Niezabitów;powiat opolski;powiat opolski;gmina Poniatowa;4;22,12071743;51,25303339;9;99;214;0150Z;A;1;5
114357;21-150 Kock Talczyn   48;NA;48;21-150;Kock;Talczyn;powiat lubartowski;powiat lubartowski;gmina Kock;3;22,41245762;51,68495477;9;99;214;0150Z;A;1;5
214105;24-150 Na³êczów Na³êczów ul. Fortunata Nowickiego 2;ul. Fortunata Nowickiego;2;24-150;Na³êczów;Na³êczów;powiat pu³awski;powiat pu�awski;gmina Na³êczów;4;22,21485559;51,2906153;9;99;214;4651Z;G;1;5
268543;22-200 W³odawa W³odawa ul. Przechodnia 16;ul. Przechodnia;16;22-200;W³odawa;W³odawa;powiat w³odawski;powiat w�odawski;W³odawa;1;23,55314125;51,54638601;9;99;214;4719Z;G;1;5
55206;22-500 Hrubieszów Hrubieszów ul. Grunwaldzka 13;ul. Grunwaldzka;13;22-500;Hrubieszów;Hrubieszów;powiat hrubieszowski;powiat hrubieszowski;Hrubieszów;2;23,90560091;50,81460918;9;99;214;0150Z;A;1;5
14239;21-504 Rokitno Micha³ki   44;NA;44;21-504;Rokitno;Micha³ki;powiat bialski;powiat bialski;gmina Rokitno;1;23,30925502;52,09449429;9;99;214;0150Z;A;1;5
39596;22-135 Bia³opole Raciborowice   3;NA;3;22-135;Bia³opole;Raciborowice;powiat che³mski;powiat che�mski;gmina Bia³opole;2;23,75375993;50,94820587;9;99;214;0150Z;A;1;5
193218;24-313 Wilków Kêpa Chotecka   18;NA;18;24-313;Wilków;Kêpa Chotecka;powiat opolski;powiat opolski;gmina Wilków;4;21,81825611;51,23708517;2;118;214;1039Z;C;2;30
327257;20-640 Lublin Lublin ul. Magdaleny Brzeskiej 5;ul. Magdaleny Brzeskiej;5;20-640;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,53608602;51,23465359;9;99;214;7420Z;M;1;5
371363;22-400 Zamoæ Zamoæ ul. Obona 25;ul. Obona;25;22-400;Zamoæ;Zamoæ;Zamoæ;powiat Zamo��;Zamoæ;2;23,2449241;50,72710851;9;99;214;5320Z;H;1;5
342160;20-337 Lublin Lublin ul. Pogodna 42;ul. Pogodna;42;20-337;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,59722832;51,23393976;9;99;214;9602Z;S;1;5
177080;21-450 Stoczek £ukowski Ró¿a Podgórna   38;NA;38;21-450;Stoczek £ukowski;Ró¿a Podgórna;powiat ³ukowski;powiat �ukowski;gmina Stoczek £ukowski;4;22,10424996;51,99261997;9;99;214;0150Z;A;1;5
176538;21-450 Stoczek £ukowski Ruda   16;NA;16;21-450;Stoczek £ukowski;Ruda;powiat ³ukowski;powiat �ukowski;gmina Stoczek £ukowski;4;22,00974998;51,95853002;9;99;214;0150Z;A;1;5
181639;24-350 Chodel Trzciniec   43;NA;43;24-350;Chodel;Trzciniec;powiat opolski;powiat opolski;gmina Chodel;4;22,13456002;51,11253097;9;99;214;4782Z;G;1;5
312298;20-046 Lublin Lublin ul. Pu³awska 16;ul. Pu³awska;16;20-046;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,52964491;51,25394034;9;99;214;4120Z;F;1;5
2451;21-550 Terespol Terespol ul. B³otków 167;ul. B³otków;167;21-550;Terespol;Terespol;powiat bialski;powiat bialski;Terespol;1;23,59258995;52,06304999;9;99;214;0150Z;A;1;5
258737;22-650 £aszczów Dobu¿ek-Kolonia   2;NA;2;22-650;£aszczów;Dobu¿ek-Kolonia;powiat tomaszowski;powiat tomaszowski;gmina £aszczów;2;23,73463579;50,57178501;9;99;214;0150Z;A;1;5
341943;20-562 Lublin Lublin ul. Szczytowa 11;ul. Szczytowa;11;20-562;Lublin;Lublin;Lublin;powiat Lublin;Lublin;3;22,53489629;51,22303315;9;99;214;7311Z;M;1;5
241039;21-040 widnik widnik ul. Stanis³awa Wyspiañskiego 8;ul. Stanis³awa Wyspiañskiego;8;21-040;widnik;widnik;powiat widnicki;powiat �widnicki;widnik;3;22,69749998;51,22102998;2;85;234;6832Z;L;1;5
253057;22-600 Tomaszów Lubelski Tomaszów Lubelski ul. Królewska 13;ul. Królewska;13;22-600;Tomaszów Lubelski;Tomaszów Lubelski;powiat tomaszowski;powiat tomaszowski;Tomaszów Lubelski;2;23,42063372;50,4495122;2;19;214;1439Z;C;1;5
13766;21-530 Piszczac Piszczac ul. Rolnicza 6;ul. Rolnicza;6;21-530;Piszczac;Piszczac;powiat bialski;powiat bialski;gmina Piszczac;1;23,38375995;51,98391001;9;99;214;4332Z;F;1;5
8694;21-542 Lena Podlaska Lena Podlaska ul. Nowa 14;ul. Nowa;14;21-542;Lena Podlaska;Lena Podlaska;powiat bialski;powiat bialski;gmina Lena Podlaska;1;23,02649996;52,13763997;9;99;214;7022Z;M;1;5
173774;21-421 Tuchowicz Lipniak   5;NA;5;21-421;Tuchowicz;Lipniak;powiat ³ukowski;powiat �ukowski;gmina Stanin;4;22,22086;51,88826997;2;397;113;8560Z;P;2;30
187830;24-300 Opole Lubelskie Opole Lubelskie ul. Wiejska 7;ul. Wiejska;7;24-300;Opole Lubelskie;Opole Lubelskie;powiat opolski;powiat opolski;gmina Opole Lubelskie;4;21,99460995;51,14512999;1;155;215;8425Z;O;1;5
74608;23-311 Wierzchowiska Pierwsze Wierzchowiska Pierwsze   50;NA;50;23-311;Wierzchowiska Pierwsze;Wierzchowiska Pierwsze;powiat janowski;powiat janowski;gmina Modliborzyce;4;22,38509997;50,77822997;9;99;214;0150Z;A;1;5
80125;22-355 Fajs³awice Fajs³awice   1;NA;1;22-355;Fajs³awice;Fajs³awice;powiat krasnostawski;powiat krasnostawski;gmina Fajs³awice;2;22,96771951;51,08943268;1;55;215;9412Z;S;1;5
89050;22-335 ¯ó³kiewka-Osada Markiewiczów   17;NA;17;22-335;¯ó³kiewka-Osada;Markiewiczów;powiat krasnostawski;powiat krasnostawski;gmina ¯ó³kiewka;2;22,83151002;50,88118996;9;99;214;0150Z;A;1;5
300691;21-500 Bia³a Podlaska Bia³a Podlaska ul. Warszawska 14;ul. Warszawska;14;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,06764099;52,03359866;2;118;214;7112Z;M;1;5
301826;21-500 Bia³a Podlaska Bia³a Podlaska ul. Twarda 33A;ul. Twarda;33A;21-500;Bia³a Podlaska;Bia³a Podlaska;Bia³a Podlaska;powiat Bia�a Podlaska;Bia³a Podlaska;1;23,10442212;52,01928825;9;99;214;0150Z;A;1;5
