codigoCliente,sumValTot,Frecuencia,edad,estadoCivil,nivelEducacion,sexo,tipoVivienda,nivelIngresos,Uafe
41999,2761.51,12,42.1945205479452,S,Sup,M,P,1282,
42013,1537.59,10,45.4027397260274,C,P o S,M,NP,830,
42023,1989.64,16,43.758904109589,S,P o S,F,NP,700,
42027,19.71,2,48.9534246575343,C,P o S,M,P,853.87,
42042,2034.96,19,47.5479452054795,C,P o S,M,P,1090,
42043,295.93,4,44.0958904109589,S,P o S,M,NP,1050,
42049,2221.52,28,42.2821917808219,S,P o S,M,NP,1070.62,
42052,0.02,1,46.3698630136986,C,P o S,M,NP,0,
42053,4531.14,52,47.7698630136986,C,Sup,M,NP,1090.62,
42064,37970.5,34,43.5178082191781,C,P o S,M,NP,872.18,
42083,19.71,2,45.0109589041096,C,P o S,M,NP,0,
42087,1953.54,12,44.7232876712329,C,P o S,M,NP,1022,
42089,1294.81,17,42.3342465753425,D,P o S,M,NP,679,
42094,1975.92,14,49.3424657534247,D,Sup,M,P,1060.3,
42105,2215.81,58,46.1205479452055,U,P o S,M,P,1070.62,
42107,2437.41,12,44.6575342465753,S,P o S,M,NP,0,
42108,2161.34,22,47.3479452054795,C,P o S,M,P,1088.95,
42112,3518.95,23,45.8794520547945,S,Sup,M,NP,0,
42116,56.22,3,50.0219178082192,S,P o S,M,P,733.39,
42140,2423.15,7,44.3643835616438,U,missing o N,M,NP,0,
42144,17340.2,23,41.5150684931507,C,P o S,M,NP,950.62,
42152,2526.19,11,56.1917808219178,D,P o S,M,NP,0,
42175,2790.76,21,41.5178082191781,C,P o S,M,NP,761,
42185,19.81,2,46.5945205479452,U,P o S,M,NP,0,
42190,4441.83,33,48.8958904109589,C,P o S,M,NP,1090,
42191,0.01,1,46.5287671232877,S,P o S,M,NP,0,
42197,169.75,4,43.4602739726028,S,P o S,M,NP,0,
42204,116.48,3,42.3890410958904,C,Sup,M,P,2150,
42209,2650.74,29,43.1123287671233,S,P o S,M,P,0,
42223,2895.34,30,45.5150684931507,C,P o S,M,P,1089.1,
42224,1254.28,12,48.9397260273973,S,P o S,M,NP,1200,
42234,1673.72,14,43.6657534246575,C,P o S,M,NP,1090.62,
42237,2174.82,22,47.8465753424658,U,P o S,M,NP,1028.16,
42248,1806.89,27,43.2520547945205,C,P o S,M,NP,668.3,
42250,1214.53,9,43.5945205479452,C,Sup,M,NP,739.69,
42251,3130.21,14,45.6794520547945,C,P o S,M,P,1083.95,
42253,2722.67,19,42.7041095890411,S,P o S,M,P,1054.48,
42256,2137.55,11,43.5890410958904,C,P o S,M,P,1070.62,
42265,1314.02,10,52.5342465753425,C,P o S,M,NP,1051.48,
42269,322.96,4,50.2520547945206,D,P o S,M,NP,1070.62,
42273,2723.09,25,44.3835616438356,C,P o S,M,NP,371.47,
42276,1901.43,11,46.7917808219178,S,P o S,M,NP,1070.31,
42277,6394.34,39,43.7123287671233,C,Sup,M,NP,1070.62,
42324,19.71,2,43.3835616438356,S,missing o N,M,NP,0,
42331,45670.29,20,43.5616438356164,C,P o S,M,NP,1600,
42341,4432.06,20,45.7534246575343,C,Sup,M,NP,2130,
42344,4002.66,17,43.3972602739726,C,Sup,M,P,2618,
42348,24275.59,40,44.6328767123288,C,P o S,M,P,2170.22,
42352,231.82,6,43.0986301369863,C,Sup,M,P,2170.32,
42355,18046,36,44.2575342465753,C,Sup,M,P,2100,
42361,4168.67,16,45.3260273972603,C,Sup,M,NP,3660,
42371,5929.21,21,43.7287671232877,C,Sup,M,P,1801.86,
42376,19.83,2,42.8438356164384,S,Sup,M,NP,0,
42384,4544.7,39,47.3589041095891,C,P o S,M,P,0,
42385,3960.77,15,47.2794520547945,C,Sup,M,P,1696,
42391,20548.75,30,44.3095890410959,C,Sup,M,P,3226.02,
42398,8800.72,39,44.2630136986301,C,P o S,M,P,3750,
42399,44.97,22,44.3452054794521,C,Sup,M,P,1200,
42410,555.75,13,44.8739726027397,C,P o S,M,P,2170.4,
42417,4022.04,38,44.8904109589041,C,Sup,M,P,2172.11,
42421,2226.32,14,45.1342465753425,C,Sup,M,P,2149.16,
42428,872.07,3,46.013698630137,C,Sup,M,P,3900,
42429,0.02,1,43.7342465753425,D,Sup,M,NP,1200,
42430,4933.5,19,44.0739726027397,C,Sup,M,NP,0,
42432,5758.78,26,46.6383561643836,C,Sup,M,P,2120.96,
42442,19.71,2,58.0109589041096,C,P o S,M,NP,0,
42456,2700.41,16,50.8849315068493,V,P o S,F,P,1422.18,
42461,6611.83,25,44.5643835616438,C,P o S,M,P,2172.37,
42469,614.9,5,43.9150684931507,C,P o S,M,NP,807.13,
42471,2135.08,22,45.3397260273973,C,P o S,M,P,1307.46,
42477,2176.66,21,48.2821917808219,C,P o S,M,NP,842.52,
42493,22.88,4,44.641095890411,C,P o S,M,P,1396.08,
42499,1840.59,16,44.7232876712329,C,Sup,M,P,1536.44,
42513,3773.38,14,46.1890410958904,C,P o S,M,NP,1070.62,
42517,4732.24,43,44.3342465753425,C,P o S,M,NP,1068.64,
42523,2159.1,31,52.054794520548,C,P o S,M,P,1300.58,
42529,2357.57,15,43.6849315068493,C,P o S,M,P,1070.23,
42532,977.1,9,45.2027397260274,C,P o S,M,NP,0,
42537,191.95,6,43.4958904109589,C,P o S,M,P,980,
42538,19.72,2,44.4246575342466,S,missing o N,M,NP,0,
42555,42.86,4,43.7780821917808,S,missing o N,M,NP,0,
42557,2252.61,25,45.4493150684932,C,P o S,M,NP,1770,
42572,2235.97,33,47.1232876712329,C,P o S,M,P,2060,
42575,460.64,15,49.1616438356164,C,Sup,F,P,1482,
42595,2286.9,14,44.2191780821918,C,P o S,M,P,1054,
42596,1133.25,22,45.0301369863014,C,P o S,M,NP,575.16,
42620,4073.5,56,44.9917808219178,D,P o S,M,NP,905,
42621,4268.13,55,52.427397260274,C,P o S,M,P,3220.62,
42632,19.71,2,45.5287671232877,S,P o S,M,NP,0,
42664,2774.5,51,46.9534246575343,C,P o S,M,NP,1090.62,
42686,19.71,2,50.3041095890411,C,P o S,M,P,670,
42688,3085.62,5,58.2876712328767,missing,missing o N,M,NP,0,
42691,1346.41,4,85.3671232876712,C,missing o N,M,NP,0,
42693,0.03,1,90.7315068493151,V,Sup,M,NP,0,
42696,1788.31,15,42.0438356164384,C,P o S,F,P,1670.62,
42700,11474.04,25,43.0520547945206,C,P o S,M,NP,1001.42,
42702,1355.84,7,47.7287671232877,S,P o S,M,NP,750,
42711,1938.96,14,42.813698630137,C,P o S,M,NP,827,
42714,19.72,2,45.9260273972603,C,P o S,M,P,1068.2,
42715,1649.42,22,45.1506849315069,C,P o S,M,NP,705.68,
42730,1959.12,11,43.4027397260274,C,P o S,M,NP,1090.62,
42743,204.19,7,43.9534246575343,C,P o S,M,P,1554.48,
42744,1917.76,14,43.5013698630137,C,P o S,M,NP,1012.72,
42757,21.71,4,46.5068493150685,S,Sup,M,NP,1025,
42766,784.98,6,42.7671232876712,C,P o S,M,NP,911.88,
42767,1447.73,13,43.1150684931507,S,P o S,M,P,729.3,
42774,841.23,15,43.7835616438356,C,P o S,M,P,1470.58,
42800,2549.14,9,80.6712328767123,C,P o S,M,NP,550.94,
42802,1926.27,19,51.6219178082192,C,P o S,M,P,1149.1,
42811,19.71,2,45.372602739726,C,P o S,M,NP,1022.18,
42817,19.71,2,44.3917808219178,U,P o S,M,P,603.04,
42820,233.78,5,49.6684931506849,S,P o S,M,NP,615.98,
42831,5071.13,15,46.2657534246575,S,P o S,M,P,1089.62,
42840,239.91,11,47.6904109589041,U,P o S,M,P,494.54,
42847,0.02,1,45.1369863013699,S,P o S,M,NP,0,
42854,0.02,1,48.0164383561644,S,P o S,M,P,1500,
42864,2145.98,12,47.3397260273973,C,P o S,M,P,1090.62,
42867,20.72,3,43,C,missing o N,M,NP,0,
42871,1380.11,12,47.1287671232877,D,P o S,M,NP,613,
42873,707.85,4,42.5780821917808,C,Sup,M,NP,1000,
42890,180.35,4,41.7972602739726,C,P o S,M,NP,2900,
42897,2466.34,17,42.3342465753425,C,P o S,M,NP,1440,
42902,1538.8,9,46.3890410958904,C,P o S,M,P,2080,
42906,3654.62,33,44.4657534246575,C,P o S,M,NP,950,
42918,7394.21,6,44.6904109589041,C,P o S,M,P,1054.48,
42932,2410.46,17,48.5369863013699,S,P o S,M,NP,1090.62,
42933,1966.23,10,43.8520547945206,C,P o S,M,P,1070.62,
42936,19.71,2,48.8575342465753,C,P o S,M,NP,1020.58,
42940,1926.54,16,40.854794520548,C,P o S,M,NP,4100,
42960,16508.45,38,44.2794520547945,S,P o S,M,NP,697.52,
42961,2706.58,24,47.1287671232877,C,P o S,M,P,1798.62,
42963,4420.99,9,40.5506849315069,C,P o S,M,NP,625.5,
42968,250.9,6,45.1095890410959,C,Sup,M,NP,1090.62,
42989,2124.89,16,49.5424657534247,C,P o S,M,NP,958.48,
42996,1484.19,19,52.8493150684932,C,Sup,M,NP,1778.14,
43001,773.11,13,47.7342465753425,C,P o S,M,NP,991.93,
43004,123.5,5,44.7397260273973,C,P o S,M,P,1090,
43006,2290.51,20,46.9808219178082,C,P o S,M,P,1077.29,
43012,3289.07,34,42.9205479452055,C,P o S,M,NP,1631.48,
43023,2023.76,22,42.8219178082192,S,P o S,M,P,924.54,
43025,3658.99,20,46.1260273972603,C,P o S,M,NP,2343.26,
43048,3063.14,26,48.427397260274,C,missing o N,M,NP,0,
43057,1569.02,16,41.7917808219178,C,P o S,M,NP,650,
43061,1984,13,41.9205479452055,S,P o S,M,NP,1090.62,
43062,0.04,2,47.5260273972603,C,P o S,M,NP,0,
43079,3088.39,58,42.4465753424658,C,P o S,M,NP,1087,
43090,2464.4,20,45.6328767123288,U,Sup,M,P,850,
43093,2809.99,27,48.3808219178082,C,P o S,M,NP,659.5,
43096,19.71,2,43.641095890411,C,P o S,M,NP,0,
43102,340.25,4,46.186301369863,C,P o S,M,P,1090,
43105,2185.86,11,45.6219178082192,C,P o S,M,NP,829.62,
43112,3074,27,43.7260273972603,S,P o S,M,NP,0,
43128,2048.85,11,45.1534246575343,U,P o S,M,NP,626.81,
43132,4471.83,16,44.958904109589,C,P o S,M,NP,910,
43134,1808.09,10,43.2904109589041,C,P o S,M,NP,1200,
43149,8179.24,47,47.4739726027397,C,P o S,M,P,844.17,
43155,860.71,4,47.4602739726027,C,P o S,M,P,927.25,
43163,2051.04,20,46.8931506849315,S,P o S,M,NP,1200,
43181,1837.73,14,45.2164383561644,S,P o S,M,NP,1070.62,
43183,1066,16,46.3342465753425,D,P o S,M,NP,545.53,
43188,0.04,2,52.427397260274,C,P o S,M,P,937.17,
43197,2038.92,16,45.3424657534247,C,P o S,M,NP,1299,
43213,3481.27,13,46.3342465753425,S,Sup,M,NP,1629.41,
43219,19.78,2,43.4,U,missing o N,M,NP,0,
43235,2475.29,20,42.9835616438356,C,Sup,M,P,1090.62,
43241,10662.08,26,43.5917808219178,C,P o S,M,NP,1070.31,
43246,1906.9,13,43.1095890410959,C,P o S,M,NP,1084.08,
43250,2904.93,22,41.2328767123288,S,P o S,M,NP,1089.62,
43254,4054.58,17,47.2493150684932,C,P o S,M,NP,1260,
43255,262.56,5,44.6821917808219,C,P o S,M,NP,914.53,
43257,208.4,13,45.7452054794521,C,P o S,M,P,978,
43258,179.26,4,42.3698630136986,C,P o S,M,NP,930.22,
43263,4031.6,12,45.0219178082192,C,P o S,M,P,825.28,
43273,2015.87,12,41.7671232876712,C,Sup,M,P,1500,
43275,1246.46,3,43.8493150684932,C,P o S,M,NP,1756.91,
43278,2053.99,23,43.1342465753425,C,P o S,M,NP,0,
43280,2120.98,8,45.1452054794521,C,P o S,M,NP,0,
43293,9533.96,17,43.2,C,Sup,M,P,1022.18,
43340,0.01,1,44.6958904109589,C,P o S,M,NP,615.31,
43341,2477.28,20,44.6958904109589,C,P o S,M,P,980,
43344,966.02,10,43.5753424657534,C,P o S,M,NP,1870.62,
43363,180.36,5,47.3643835616438,S,P o S,M,NP,1620,
43365,1490.17,22,46.7123287671233,C,P o S,M,NP,461,
43368,2155,17,47.7232876712329,C,P o S,M,P,1090.62,
43371,2008.94,13,47.8630136986301,C,P o S,M,NP,1018.95,
43375,2523.87,9,49.4246575342466,U,P o S,M,NP,1054,
43377,2204.77,20,42.3561643835616,C,Sup,M,P,1028.16,
43393,1908.65,13,54.827397260274,C,Sup,M,P,626.21,
43395,2142.16,18,44.2602739726027,S,P o S,M,P,1070.62,
43397,2491.37,7,44.2849315068493,C,P o S,M,P,1070,
43404,2382.06,24,48.4438356164384,C,P o S,M,P,1090.62,
43422,5927.11,44,46.358904109589,C,P o S,M,NP,753.89,
43430,2371.72,8,51.0109589041096,C,P o S,M,NP,0,
43433,554.92,13,44.9150684931507,D,P o S,M,NP,573.56,
43457,293.08,4,49.5068493150685,C,P o S,M,P,1370.62,
43469,335.06,6,42.4657534246575,C,P o S,M,NP,800,
43484,29209.84,15,43.4493150684932,C,P o S,M,NP,995.48,
43487,2627.44,16,53.3150684931507,D,Sup,M,P,1070.31,
43492,0.02,1,45.6191780821918,C,P o S,M,NP,1000,
43499,0.03,1,96.6520547945206,C,missing o N,M,NP,0,
43500,1048.99,7,79.3013698630137,D,P o S,M,P,400,
43506,0.05,1,82.6191780821918,C,P o S,M,NP,0,
43518,4956.02,42,44.041095890411,S,Sup,M,NP,1416,
43520,20.03,2,43.3452054794521,C,Sup,M,NP,4080.97,
43533,5382,14,44.0739726027397,C,Sup,M,P,1416.09,
43542,12676.11,22,45.5287671232877,C,Sup,M,P,2131.84,
43547,3659.87,15,45.5698630136986,U,Sup,M,P,1600,
43550,4395.09,13,42.4191780821918,C,Sup,M,P,2104,
43565,19.71,2,44.8027397260274,S,P o S,M,P,2157.05,
43566,4401.48,21,43.4356164383562,U,P o S,M,NP,5500,
43576,19.71,2,45.1698630136986,C,P o S,M,NP,2263,
43580,72.19,3,42.8328767123288,C,P o S,M,P,2014.04,
43587,3116.44,43,43.3835616438356,S,Sup,M,NP,1300,
43589,0.75,1,43.2246575342466,C,P o S,M,NP,0,
43590,5582.19,22,43.3205479452055,C,P o S,M,P,2131.41,
43594,3608.68,36,44.9808219178082,C,Sup,M,P,3600.1,
43601,205.39,6,45.8027397260274,S,P o S,M,NP,925,
43611,3980.11,13,46.0876712328767,C,Sup,M,P,1635.74,
43616,5349.63,17,44.041095890411,C,P o S,M,P,447353.64,
43618,3165.03,16,43.7452054794521,S,P o S,M,NP,1623.4,
43620,20.72,3,45.4876712328767,S,P o S,M,NP,1418.12,
43629,3924.71,11,43.9698630136986,C,P o S,M,NP,0,
43646,1330.81,8,74.2027397260274,C,P o S,M,NP,995,
43691,19.71,2,47.0712328767123,S,P o S,M,NP,0,
43697,19.71,2,40.0602739726027,S,P o S,M,P,864,
43706,1892.39,8,44.6301369863014,S,P o S,M,NP,0,
43708,1323.86,15,45.2575342465753,C,P o S,M,P,627.6,
43711,0.02,1,45.5150684931507,C,P o S,M,NP,0,
43714,1693.99,18,44.1013698630137,C,P o S,M,P,485.42,
43720,3564.13,24,46.3506849315069,C,Sup,M,NP,639.46,
43723,19.71,2,49.3369863013699,U,P o S,M,P,1022,
43727,14633.94,31,44.7041095890411,S,Sup,M,NP,1925,
43731,1941.91,16,48.7698630136986,C,P o S,M,NP,892.26,
43737,178.3,6,42.9068493150685,S,P o S,M,NP,1060,
43744,2443.18,19,41.5452054794521,C,P o S,M,P,1051.48,
43745,2057.13,11,43.0356164383562,C,P o S,M,NP,800,
43758,615.64,5,44.5780821917808,C,P o S,M,P,815.16,
43777,221.15,4,41.7397260273973,C,Sup,M,P,980,
43810,998.31,10,72.4821917808219,C,P o S,M,NP,656.46,
43812,2317.27,31,45.5808219178082,C,P o S,M,P,693.87,
43829,1638.4,25,48.6356164383562,S,Sup,F,NP,2100,
43842,2671.53,9,80.1671232876712,C,P o S,M,NP,465,
44000,1420.24,9,71.6904109589041,C,P o S,M,P,712.53,
44006,244.57,5,41.2356164383562,S,P o S,M,NP,555,
44009,3799.96,10,39.9561643835616,C,P o S,M,P,740,
44025,2362.69,7,41.8465753424658,S,P o S,M,P,1200,
44048,1912.84,15,47.5616438356164,S,missing o N,M,NP,0,
44049,1999.77,17,43.6493150684932,C,P o S,M,NP,1620,
44052,49.77,4,46.3369863013699,S,missing o N,M,NP,0,
44057,2291.91,17,42.0794520547945,S,P o S,M,NP,0,
44062,1951.16,12,40.958904109589,S,P o S,M,NP,0,
44064,3652.56,26,48.9780821917808,S,P o S,M,P,1053.48,
44065,2031.71,7,47.2821917808219,S,P o S,M,P,1151.49,
44066,4332.76,27,43.6602739726027,C,P o S,M,NP,880.35,
44069,0.02,1,44.1397260273973,C,Sup,M,NP,888,
44074,2912.86,13,44.0027397260274,C,P o S,M,NP,758,
44075,1602.25,18,42.5561643835616,C,P o S,M,NP,862.88,
44090,1501.14,11,40.454794520548,C,P o S,M,NP,863.74,
44097,2675.93,13,46.8465753424658,S,P o S,M,NP,855.12,
44101,5100.23,37,41.7780821917808,C,P o S,M,P,1054.48,
44102,2156.13,10,45.9835616438356,C,P o S,M,NP,0,
44125,1985.26,12,41.1972602739726,U,P o S,M,NP,986.03,
44126,212.99,5,39.3808219178082,D,P o S,M,P,1054.48,
44138,1768.76,17,44.1972602739726,S,P o S,M,NP,0,
44141,3034.84,28,39.9780821917808,S,P o S,M,NP,1018.06,
44142,2521.85,15,42.1369863013699,S,P o S,M,NP,0,
44152,2024.08,8,48.358904109589,S,missing o N,M,NP,820,
44182,2086.12,9,44.9150684931507,S,P o S,M,NP,585.42,
44189,1849.96,18,40.4164383561644,C,P o S,M,P,950,
44212,2021.26,17,39.5616438356164,C,P o S,M,NP,0,
44222,402.9,6,40.1890410958904,C,P o S,M,P,834.46,
44233,654.98,6,42.7917808219178,C,P o S,M,NP,813.72,
44250,52039.06,17,39.8739726027397,C,P o S,M,NP,0,
44253,1919.74,17,44.6575342465753,C,P o S,M,P,1043.71,
44270,7352.84,26,41.1835616438356,U,P o S,M,NP,1032.18,
44293,2069.72,17,41.227397260274,V,P o S,M,NP,950,
44294,5013.98,20,43.3205479452055,C,P o S,M,P,1022.18,
44302,4552.07,31,42.9945205479452,C,P o S,M,P,1003.72,
44305,0.02,1,40.5287671232877,S,P o S,M,NP,550,
44308,2439.95,22,41.0301369863014,C,P o S,M,NP,1022,
44316,98.46,3,42.186301369863,S,P o S,M,NP,970,
44317,158.67,4,45.9424657534247,C,P o S,M,NP,1031.49,
44319,289.91,11,40.7095890410959,C,P o S,M,P,1390,
44324,1940.8,14,42.4191780821918,C,P o S,M,NP,1003.72,
44325,1062.31,14,43.8657534246575,U,P o S,M,NP,1600,
44335,2050.68,6,45.4301369863014,U,P o S,M,NP,0,
44345,2554.15,26,44.1835616438356,U,P o S,M,P,961.88,
44349,2047.66,13,41.7205479452055,C,Sup,M,P,2181.82,
44354,1572.6,9,47.8520547945206,C,P o S,M,NP,726.45,
44359,0.02,1,41.3424657534247,S,P o S,M,P,2540,
44371,219.66,4,43.7315068493151,S,P o S,M,NP,650.56,
44376,1525.3,11,46.8191780821918,S,P o S,M,NP,1031.95,
44383,565.79,10,42.3780821917808,C,P o S,M,NP,0,
44384,0.04,2,41.7041095890411,U,P o S,M,NP,935,
44385,1149.31,30,45.3452054794521,S,P o S,M,NP,683.88,
44394,1286.73,16,41.2109589041096,U,P o S,M,P,763.09,
44395,19.71,2,41.0821917808219,C,P o S,M,P,600,
44397,927.09,15,42.4082191780822,S,P o S,M,NP,508.93,
44401,1380.67,16,47.3452054794521,C,P o S,M,NP,907.72,
44421,1395.26,34,42.8246575342466,S,P o S,M,NP,971,
44423,0.03,1,45.7945205479452,U,P o S,M,NP,0,
44442,3442.31,18,58.8,C,Sup,M,NP,2300,
44457,924.27,8,62.5232876712329,V,P o S,F,NP,1432.23,
44464,102.59,5,61.5917808219178,V,P o S,M,NP,427.29,
44466,0.02,1,63.254794520548,C,P o S,M,P,947,
44471,20008.31,2,98.8684931506849,C,P o S,M,P,3500,
44474,1494.73,3,56.2876712328767,D,P o S,F,NP,0,
44475,1514.03,5,70.1287671232877,C,P o S,M,P,434.54,
44496,183.9,4,58.7369863013699,V,P o S,M,NP,0,
44498,405.86,7,46.0356164383562,C,Sup,M,NP,1636.41,
45003,0.06,1,55.3369863013699,V,P o S,M,NP,0,
45027,506.54,5,74.8520547945206,C,P o S,M,P,560,
45029,0.02,1,78.2630136986301,C,Sup,M,NP,0,
50003,515.67,7,78.7068493150685,C,P o S,M,P,1211.75,
50012,2316.63,10,73.5287671232877,D,P o S,M,P,1063.93,
55003,0.31,1,79.2383561643836,C,missing o N,M,NP,0,
55006,4000.34,3,73.558904109589,C,P o S,M,P,1135,
55019,5873,34,40.8219178082192,C,P o S,M,NP,800,
55029,3175.75,22,40.6164383561644,C,Sup,M,NP,1100,
55038,2013.34,17,41.1698630136986,S,P o S,M,NP,1022.18,
55044,2298.35,30,40.2876712328767,S,P o S,M,P,986,
55045,3191.75,23,40.641095890411,S,P o S,M,NP,0,
55050,2753.87,14,40.7808219178082,C,P o S,M,P,986.03,
55051,38.15,2,42.5917808219178,C,P o S,M,NP,750,
55054,19.71,2,41.0739726027397,S,P o S,M,NP,864.29,
55057,569.44,10,40.6821917808219,S,missing o N,M,P,1022.18,
55066,2017.02,10,39.5479452054795,C,P o S,M,NP,653.33,
55067,2713.53,35,42.4301369863014,C,P o S,M,NP,1000,
55073,1788.28,15,43.8547945205479,C,P o S,M,P,1097.84,
55075,3397.94,27,42.3890410958904,C,P o S,M,P,986.03,
55094,1027.25,9,45.8493150684932,U,P o S,M,P,807,
55095,2255.44,23,43.9780821917808,S,P o S,M,NP,1003.72,
55117,240.91,4,40.8821917808219,C,P o S,M,P,1003.72,
55126,2216.81,9,38.1643835616438,C,P o S,M,NP,1003.72,
55127,1376.56,13,43.1506849315069,U,P o S,M,NP,1007,
55138,19.71,2,40.4876712328767,D,P o S,M,P,1522.18,
55142,180.35,8,41.5178082191781,C,P o S,M,NP,3502,
55154,1329.69,12,46.1095890410959,C,P o S,M,NP,983.03,
55163,85.76,3,50.0794520547945,C,missing o N,M,NP,0,
55168,628.99,31,44.2383561643836,U,P o S,M,NP,1568.55,
55189,1934.91,13,41.2931506849315,S,Sup,M,NP,1433.15,
55195,0.02,1,42.772602739726,C,P o S,M,NP,0,
55200,1776.08,17,40.3315068493151,S,P o S,M,NP,1003,
55219,2102.06,15,45.7123287671233,C,P o S,M,P,1607.18,
55234,91.93,6,43.7205479452055,C,P o S,M,P,1745.63,
55237,1877.51,9,46.4958904109589,U,P o S,M,NP,945.63,
55239,2580.65,12,40.9890410958904,C,P o S,M,NP,0,
55251,2467.96,15,40.4904109589041,S,P o S,M,NP,760,
55268,2549.17,13,41.1013698630137,C,P o S,M,NP,711.3,
55270,2302.35,12,44.1616438356164,C,P o S,M,NP,1550,
55271,0.02,1,41.0493150684932,S,P o S,M,NP,0,
55279,341.06,9,43.3643835616438,C,P o S,M,NP,900,
55288,1044.21,11,44.2082191780822,C,P o S,M,NP,903.99,
55302,3716.96,22,41.3890410958904,S,Sup,M,NP,1022.18,
55303,2150.88,15,38.7150684931507,C,P o S,M,NP,1400,
55315,19.71,2,39.7808219178082,S,P o S,M,NP,0,
55316,2663.55,9,44.4438356164384,C,P o S,M,NP,1869.12,
55326,3142.28,8,43.0958904109589,C,P o S,M,P,930,
55330,203.26,4,40.3506849315068,C,P o S,M,P,1022.18,
55341,783.38,7,46.0575342465754,C,Sup,M,P,1553,
55354,0.02,1,40.6958904109589,C,P o S,M,NP,0,
55364,2119.66,15,45.1972602739726,C,P o S,M,P,1022,
55380,4363.44,28,41.9342465753425,U,Sup,M,NP,1022.18,
55393,2328.18,12,39.6246575342466,C,P o S,M,P,1003.72,
55404,2986.23,25,45.9068493150685,C,P o S,M,NP,867,
55405,1160.45,9,39.4876712328767,C,P o S,M,P,2253.75,
55426,13830.44,32,41.558904109589,U,Sup,M,NP,1054.48,
55434,1502.04,11,41.5506849315069,S,P o S,M,NP,647,
55438,1805.4,22,41.3479452054795,U,P o S,M,P,1050,
55439,1741.93,28,40.7095890410959,C,Sup,M,NP,731,
55449,274.94,4,44.1150684931507,S,P o S,M,NP,1003.72,
55450,4367.35,52,43.6191780821918,C,P o S,M,NP,1022.18,
55456,2574.98,19,40.9890410958904,U,P o S,M,NP,0,
55457,1779.28,18,39.9945205479452,C,P o S,M,NP,898.85,
55458,120.62,2,45.2904109589041,S,missing o N,M,NP,0,
55461,682.79,9,43.8493150684932,C,P o S,M,NP,1120,
55462,1916.9,10,39.1123287671233,S,P o S,M,NP,800,
55472,1923.31,16,44.1479452054795,C,P o S,M,NP,880.73,
55486,2093.86,17,41.6958904109589,C,Sup,M,P,554.16,
55490,1989.28,20,43.0246575342466,S,P o S,M,NP,1003.72,
55499,114.83,4,44.2109589041096,S,P o S,M,NP,0,
55502,19.71,2,44.6931506849315,C,missing o N,M,NP,0,
55504,19.71,2,45.4794520547945,C,P o S,M,NP,0,
55506,2169.64,45,39.9917808219178,S,Sup,M,NP,1200,
55509,1017.76,6,40.7260273972603,C,P o S,M,NP,668,
55513,12541.91,19,45.2739726027397,C,P o S,M,P,1022.18,
55519,2120.23,14,41.6301369863014,C,P o S,M,NP,1022.03,
55543,1,1,40.2739726027397,S,missing o N,M,NP,0,
55545,1874.95,13,38.854794520548,C,Sup,M,NP,1022.18,
55547,2245.23,11,40.1698630136986,C,P o S,M,NP,764.47,
55557,6613.92,36,41.4191780821918,C,Sup,M,P,1022.18,
55570,187.79,4,38.7890410958904,C,P o S,M,NP,0,
55572,2817.62,12,40.7150684931507,S,P o S,M,P,2432,
55573,1898.95,16,44.358904109589,C,P o S,M,P,1223,
55574,200.39,6,49.2767123287671,C,P o S,M,NP,765.97,
55576,1869.46,23,47.2739726027397,C,P o S,M,NP,1272.18,
55589,370.26,6,44.7232876712329,C,Sup,M,P,1022.18,
55590,2012.61,11,43.0547945205479,S,Sup,M,NP,0,
55591,481.62,4,40.1424657534247,C,P o S,M,NP,538,
55612,2087.9,18,42.5123287671233,C,P o S,M,NP,1646.58,
55619,0.04,2,43.0630136986301,U,P o S,M,NP,1250.23,
55623,2136.03,15,41.0876712328767,S,P o S,M,P,917.3,
55632,307.91,7,44.2849315068493,C,P o S,M,P,900,
55641,2053.43,15,45.8767123287671,C,Sup,M,P,1022.18,
55642,0.02,1,45.7150684931507,C,P o S,M,NP,0,
55648,124.81,4,43.1506849315069,C,P o S,M,NP,689.77,
55651,471.95,14,44.372602739726,S,P o S,M,NP,960.88,
55655,1614.93,18,42.4767123287671,C,P o S,M,P,520.9,
55661,0.02,1,44.1561643835616,S,P o S,M,NP,505.81,
55692,2882.72,23,41.0931506849315,C,P o S,M,NP,1093.72,
55696,2145.02,20,39.613698630137,C,P o S,M,NP,675.61,
55715,272.74,13,44.1150684931507,C,P o S,M,NP,685.08,
55721,1169.11,10,41.1643835616438,S,P o S,M,NP,1003.72,
55733,1688.92,16,40.6904109589041,S,P o S,M,NP,0,
55735,1308.69,21,42.7753424657534,C,P o S,M,NP,632.87,
55740,3915.02,23,42.4876712328767,C,P o S,M,P,1453.72,
55747,466.23,6,42.4630136986301,S,P o S,M,P,1450,
55748,20,2,44.9671232876712,S,P o S,M,NP,0,
55752,699.04,15,40.9945205479452,C,P o S,M,P,572,
55753,1748.11,7,41.7205479452055,C,P o S,M,P,962.88,
55763,2284.52,16,45.2739726027397,C,P o S,M,NP,826.16,
55764,852.59,9,39.8986301369863,S,P o S,M,NP,862.72,
55768,39372.28,33,38.6493150684932,C,P o S,M,NP,700,
55781,1980.88,23,48.5479452054795,D,P o S,M,P,1022.18,
55783,1487.39,12,42.372602739726,C,P o S,M,NP,1753.72,
