"V1" "V2"
"1636" 174.804308 -37.013697
"1637" 174.802548 -37.013697
"1638" 174.801668 -37.01311
"1639" 174.794921 -37.012817
"1640" 174.794041 -37.013697
"1641" 174.793454 -37.013697
"1642" 174.792574 -37.014577
"1643" 174.790814 -37.014577
"1644" 174.789934 -37.015457
"1645" 174.788467 -37.015457
"1646" 174.787587 -37.016337
"1647" 174.784947 -37.016337
"1648" 174.784066 -37.017217
"1649" 174.7826 -37.017217
"1650" 174.78172 -37.017804
"1651" 174.77996 -37.017804
"1652" 174.779079 -37.018684
"1653" 174.775853 -37.018684
"1654" 174.774972 -37.018097
"1655" 174.774092 -37.017804
"1656" 174.772919 -37.01663
"1657" 174.772919 -37.01487
"1658" 174.774092 -37.013697
"1659" 174.774972 -37.013697
"1660" 174.775853 -37.012817
"1661" 174.779079 -37.012817
"1662" 174.77996 -37.01223
"1663" 174.7826 -37.01223
"1664" 174.78348 -37.01135
"1665" 174.784947 -37.01135
"1666" 174.785533 -37.010763
"1667" 174.78524 -37.009883
"1668" 174.784947 -37.00959
"1669" 174.784066 -37.00959
"1670" 174.78348 -37.00871
"1671" 174.777613 -37.00871
"1672" 174.776733 -37.00783
"1673" 174.773506 -37.00783
"1674" 174.772626 -37.00695
"1675" 174.768225 -37.00695
"1676" 174.767639 -37.006363
"1677" 174.765879 -37.006363
"1678" 174.764998 -37.005483
"1679" 174.763238 -37.005483
"1680" 174.762358 -37.004603
"1681" 174.761772 -37.004603
"1682" 174.760011 -37.002843
"1683" 174.759131 -37.002843
"1684" 174.758251 -37.001963
"1685" 174.757371 -37.001963
"1686" 174.756785 -37.001376
"1687" 174.755904 -37.001376
"1688" 174.754438 -36.999909
"1689" 174.69958 -37.432607
"1690" 174.69958 -37.431727
"1691" 174.70046 -37.430847
"1692" 174.70046 -37.429967
"1693" 174.700754 -37.429673
"1694" 174.701634 -37.429673
"1695" 174.702221 -37.429967
"1696" 174.702221 -37.432607
"1697" 174.701634 -37.4329
"1698" 174.699874 -37.4329
"1699" 174.69958 -37.432607
"1700" 174.907862 -37.069141
"1701" 174.907862 -37.068261
"1702" 174.909035 -37.067087
"1703" 174.909916 -37.067087
"1704" 174.910796 -37.066207
"1705" 174.911676 -37.066207
"1706" 174.911969 -37.066794
"1707" 174.911969 -37.067381
"1708" 174.909916 -37.069728
"1709" 174.908449 -37.069728
"1710" 174.907862 -37.069141
"1711" 174.70046 -37.438474
"1712" 174.70046 -37.435834
"1713" 174.700754 -37.435541
"1714" 174.701634 -37.435541
"1715" 174.702807 -37.436714
"1716" 174.702807 -37.438474
"1717" 174.702514 -37.438767
"1718" 174.700754 -37.438767
"1719" 174.70046 -37.438474
"1720" 174.701341 -37.412366
"1721" 174.701341 -37.410899
"1722" 174.702514 -37.409725
"1723" 174.703394 -37.409725
"1724" 174.703687 -37.410019
"1725" 174.703687 -37.412366
"1726" 174.703394 -37.412952
"1727" 174.701634 -37.412952
"1728" 174.701341 -37.412366
"1729" 174.69782 -37.368362
"1730" 174.69782 -37.365136
"1731" 174.699287 -37.363669
"1732" 174.701634 -37.363669
"1733" 174.702514 -37.364549
"1734" 174.704274 -37.364549
"1735" 174.705447 -37.365722
"1736" 174.705447 -37.366602
"1737" 174.707208 -37.368362
"1738" 174.707208 -37.369242
"1739" 174.708674 -37.371003
"1740" 174.708674 -37.371589
"1741" 174.709554 -37.372469
"1742" 174.709554 -37.373349
"1743" 174.710435 -37.374229
"1744" 174.710435 -37.375696
"1745" 174.709261 -37.377163
"1746" 174.707501 -37.377163
"1747" 174.701634 -37.371296
"1748" 174.700754 -37.371296
"1749" 174.69782 -37.368362
"1750" 174.906395 -37.065914
"1751" 174.906102 -37.065034
"1752" 174.909035 -37.0621
"1753" 174.909916 -37.0621
"1754" 174.910796 -37.06122
"1755" 174.911676 -37.06122
"1756" 174.912556 -37.06034
"1757" 174.914316 -37.06034
"1758" 174.914609 -37.060927
"1759" 174.914609 -37.062394
"1760" 174.914316 -37.06298
"1761" 174.913436 -37.06298
"1762" 174.911676 -37.064741
"1763" 174.910796 -37.064741
"1764" 174.909916 -37.065327
"1765" 174.909035 -37.065327
"1766" 174.908449 -37.066207
"1767" 174.906689 -37.066207
"1768" 174.906395 -37.065914
"1769" 174.805481 -37.01575
"1770" 174.805481 -37.01487
"1771" 174.805775 -37.014577
"1772" 174.816629 -37.014577
"1773" 174.817509 -37.015457
"1774" 174.820736 -37.015457
"1775" 174.821322 -37.01575
"1776" 174.821322 -37.01663
"1777" 174.820442 -37.017511
"1778" 174.820442 -37.018391
"1779" 174.820149 -37.018684
"1780" 174.812522 -37.018684
"1781" 174.811642 -37.017804
"1782" 174.809295 -37.017804
"1783" 174.808415 -37.017217
"1784" 174.806655 -37.016924
"1785" 174.805481 -37.01575
"1786" 174.814575 -37.011643
"1787" 174.814575 -37.009883
"1788" 174.815749 -37.00871
"1789" 174.816922 -37.009883
"1790" 174.817216 -37.011643
"1791" 174.816629 -37.01223
"1792" 174.814869 -37.011937
"1793" 174.814575 -37.011643
"1794" 174.863859 -37.063274
"1795" 174.863859 -37.061807
"1796" 174.864152 -37.06122
"1797" 174.866499 -37.06122
"1798" 174.867966 -37.062394
"1799" 174.866499 -37.063861
"1800" 174.864152 -37.063861
"1801" 174.863859 -37.063274
"1802" 175.290396 -36.999909
"1803" 175.290396 -37.001669
"1804" 175.288636 -37.00343
"1805" 175.288636 -37.004896
"1806" 175.289516 -37.005776
"1807" 175.289516 -37.006656
"1808" 175.293036 -37.009883
"1809" 175.293036 -37.010763
"1810" 175.293916 -37.011643
"1811" 175.293623 -37.013404
"1812" 175.292743 -37.014284
"1813" 175.293036 -37.015164
"1814" 175.292156 -37.01575
"1815" 175.292156 -37.017511
"1816" 175.293036 -37.018391
"1817" 175.293036 -37.020151
"1818" 175.293623 -37.020737
"1819" 175.293623 -37.022498
"1820" 175.294503 -37.023378
"1821" 175.294503 -37.025724
"1822" 175.295383 -37.026605
"1823" 175.295383 -37.027485
"1824" 175.29773 -37.030125
"1825" 175.298023 -37.035699
"1826" 175.299999 -37.037854
"1827" 175.299999 -37.117034
"1828" 175.29949 -37.117544
"1829" 175.29949 -37.120771
"1830" 175.299999 -37.12128
"1831" 174.810468 -36.999909
"1832" 174.810468 -36.999323
"1833" 174.811055 -36.998443
"1834" 174.811348 -36.997562
"1835" 174.812522 -36.996389
"1836" 174.813402 -36.996389
"1837" 174.813989 -36.995509
"1838" 174.815749 -36.995509
"1839" 174.816629 -36.994629
"1840" 174.818389 -36.994629
"1841" 174.819269 -36.995509
"1842" 174.820736 -36.995509
"1843" 174.821322 -36.994922
"1844" 174.821322 -36.992575
"1845" 174.820736 -36.991989
"1846" 174.819269 -36.991989
"1847" 174.818389 -36.992869
"1848" 174.815749 -36.992869
"1849" 174.814869 -36.993749
"1850" 174.813989 -36.993749
"1851" 174.813402 -36.992869
"1852" 174.812522 -36.992869
"1853" 174.810762 -36.994629
"1854" 174.809882 -36.994629
"1855" 174.809002 -36.995509
"1856" 174.807828 -36.994336
"1857" 174.807828 -36.992575
"1858" 174.808708 -36.991695
"1859" 174.808708 -36.990815
"1860" 174.808415 -36.990522
"1861" 174.807535 -36.991402
"1862" 174.806655 -36.991402
"1863" 174.806361 -36.990815
"1864" 174.806361 -36.989935
"1865" 174.805775 -36.989642
"1866" 174.804308 -36.989642
"1867" 174.803721 -36.989055
"1868" 174.803721 -36.987588
"1869" 174.804601 -36.986708
"1870" 174.804308 -36.986122
"1871" 174.803428 -36.986415
"1872" 174.802841 -36.985828
"1873" 174.802841 -36.984948
"1874" 174.802548 -36.984655
"1875" 174.800788 -36.984655
"1876" 174.799908 -36.983775
"1877" 174.799614 -36.984068
"1878" 174.799614 -36.984948
"1879" 174.801374 -36.986708
"1880" 174.799908 -36.987882
"1881" 174.796681 -36.987882
"1882" 174.795801 -36.987002
"1883" 174.795507 -36.987588
"1884" 174.795507 -36.988175
"1885" 174.794627 -36.989055
"1886" 174.794921 -36.989642
"1887" 174.801668 -36.989642
"1888" 174.802841 -36.990815
"1889" 174.802841 -36.991695
"1890" 174.801374 -36.993455
"1891" 174.802548 -36.994629
"1892" 174.804308 -36.992869
"1893" 174.805775 -36.992869
"1894" 174.806361 -36.993455
"1895" 174.806361 -36.994922
"1896" 174.807828 -36.996682
"1897" 174.806948 -36.997562
"1898" 174.806948 -36.998443
"1899" 174.806655 -36.998736
"1900" 174.804895 -36.998736
"1901" 174.803721 -36.999909
"1902" 174.803721 -36.999909
"1903" 174.606294 -36.999909
"1904" 174.606294 -36.998443
"1905" 174.607174 -36.997562
"1906" 174.607174 -36.996682
"1907" 174.605414 -36.994922
"1908" 174.606587 -36.993749
"1909" 174.607467 -36.993749
"1910" 174.608347 -36.992869
"1911" 174.609814 -36.992869
"1912" 174.610694 -36.992282
"1913" 174.613334 -36.991989
"1914" 174.614214 -36.991402
"1915" 174.615094 -36.991109
"1916" 174.615681 -36.990522
"1917" 174.618321 -36.990522
"1918" 174.620375 -36.988468
"1919" 174.620375 -36.985828
"1920" 174.618615 -36.984362
"1921" 174.618615 -36.981721
"1922" 174.619495 -36.980841
"1923" 174.619495 -36.979081
"1924" 174.620375 -36.978494
"1925" 174.620375 -36.976734
"1926" 174.622135 -36.974974
"1927" 174.622135 -36.974094
"1928" 174.619495 -36.971747
"1929" 174.619495 -36.970867
"1930" 174.618615 -36.969987
"1931" 174.618908 -36.968227
"1932" 174.618028 -36.96764
"1933" 174.618028 -36.96588
"1934" 174.616268 -36.96412
"1935" 174.616268 -36.962653
"1936" 174.614508 -36.960893
"1937" 174.614508 -36.960013
"1938" 174.613628 -36.959133
"1939" 174.613628 -36.958253
"1940" 174.612161 -36.956786
"1941" 174.612161 -36.955906
"1942" 174.613334 -36.954439
"1943" 174.614214 -36.954733
"1944" 174.614508 -36.955026
"1945" 174.614508 -36.957666
"1946" 174.615388 -36.958253
"1947" 174.615388 -36.959133
"1948" 174.616268 -36.960013
"1949" 174.616268 -36.960893
"1950" 174.617148 -36.961773
"1951" 174.617148 -36.962653
"1952" 174.618028 -36.96324
"1953" 174.618028 -36.96412
"1954" 174.619201 -36.965293
"1955" 174.620081 -36.965293
"1956" 174.620375 -36.96588
"1957" 174.620375 -36.969107
"1958" 174.621255 -36.969987
"1959" 174.621255 -36.970867
"1960" 174.621548 -36.971161
"1961" 174.623308 -36.971161
"1962" 174.624188 -36.97028
"1963" 174.625948 -36.970574
"1964" 174.627122 -36.971747
"1965" 174.627122 -36.973214
"1966" 174.628002 -36.974094
"1967" 174.628002 -36.976734
"1968" 174.629175 -36.977908
"1969" 174.630055 -36.977028
"1970" 174.630935 -36.977028
"1971" 174.632109 -36.978494
"1972" 174.632109 -36.979081
"1973" 174.632402 -36.979668
"1974" 174.635042 -36.979668
"1975" 174.635336 -36.979081
"1976" 174.635336 -36.976734
"1977" 174.636216 -36.975854
"1978" 174.636216 -36.973507
"1979" 174.637389 -36.972041
"1980" 174.638269 -36.972041
"1981" 174.639149 -36.971161
"1982" 174.64091 -36.971161
"1983" 174.64179 -36.97028
"1984" 174.644136 -36.97028
"1985" 174.645897 -36.968814
"1986" 174.646777 -36.968814
"1987" 174.64707 -36.968227
"1988" 174.64707 -36.96764
"1989" 174.645897 -36.966174
"1990" 174.645016 -36.966174
"1991" 174.644723 -36.96588
"1992" 174.64443 -36.965
"1993" 174.64531 -36.96412
"1994" 174.64531 -36.96236
"1995" 174.64619 -36.961773
"1996" 174.64619 -36.959133
"1997" 174.64531 -36.958253
"1998" 174.64531 -36.957373
"1999" 174.645016 -36.95708
"2000" 174.644136 -36.95708
"2001" 174.643843 -36.956786
"2002" 174.643843 -36.955906
"2003" 174.644136 -36.955319
"2004" 174.645016 -36.956199
"2005" 174.645897 -36.956199
"2006" 174.64795 -36.954146
"2007" 174.64795 -36.951799
"2008" 174.649123 -36.950332
"2009" 174.649417 -36.950919
"2010" 174.64971 -36.954146
"2011" 174.64795 -36.955906
"2012" 174.64795 -36.961773
"2013" 174.64971 -36.963533
"2014" 174.64971 -36.96412
"2015" 174.650884 -36.965587
"2016" 174.651764 -36.965293
"2017" 174.654697 -36.96236
"2018" 174.654697 -36.961773
"2019" 174.655284 -36.960893
"2020" 174.655284 -36.960013
"2021" 174.655871 -36.95972
"2022" 174.656751 -36.95972
"2023" 174.657924 -36.958253
"2024" 174.657924 -36.957666
"2025" 174.658804 -36.956786
"2026" 174.658804 -36.955906
"2027" 174.660271 -36.954146
"2028" 174.660271 -36.953266
"2029" 174.661151 -36.952386
"2030" 174.661151 -36.951506
"2031" 174.661738 -36.951212
"2032" 174.664965 -36.954439
"2033" 174.666725 -36.954733
"2034" 174.667898 -36.953266
"2035" 174.667898 -36.950039
"2036" 174.669952 -36.947986
"2037" 174.670832 -36.947986
"2038" 174.671418 -36.947399
"2039" 174.671125 -36.946812
"2040" 174.668778 -36.944172
"2041" 174.669072 -36.943585
"2042" 174.669952 -36.943879
"2043" 174.670832 -36.942999
"2044" 174.671712 -36.942999
"2045" 174.672885 -36.941825
"2046" 174.672885 -36.939185
"2047" 174.673472 -36.938892
"2048" 174.674059 -36.938892
"2049" 174.674939 -36.939478
"2050" 174.675819 -36.939478
"2051" 174.676699 -36.938892
"2052" 174.677579 -36.938892
"2053" 174.679926 -36.936251
"2054" 174.680806 -36.936251
"2055" 174.681686 -36.935371
"2056" 174.682566 -36.935371
"2057" 174.684033 -36.933905
"2058" 174.686673 -36.933905
"2059" 174.687553 -36.933024
"2060" 174.6899 -36.933024
"2061" 174.69078 -36.932144
"2062" 174.695767 -36.932144
"2063" 174.696647 -36.933024
"2064" 174.700754 -36.933024
"2065" 174.701634 -36.932144
"2066" 174.703394 -36.932144
"2067" 174.704567 -36.930971
"2068" 174.704567 -36.930091
"2069" 174.703687 -36.929211
"2070" 174.704861 -36.928037
"2071" 174.705741 -36.928918
"2072" 174.706621 -36.928918
"2073" 174.708968 -36.926277
"2074" 174.709554 -36.926571
"2075" 174.709554 -36.927451
"2076" 174.710141 -36.928037
"2077" 174.711608 -36.928037
"2078" 174.713368 -36.926277
"2079" 174.713661 -36.926571
"2080" 174.713661 -36.929211
"2081" 174.713075 -36.930091
"2082" 174.712781 -36.930971
"2083" 174.713661 -36.931558
"2084" 174.713661 -36.933318
"2085" 174.715128 -36.934491
"2086" 174.716008 -36.934491
"2087" 174.716595 -36.935371
"2088" 174.720115 -36.935371
"2089" 174.721582 -36.937131
"2090" 174.725102 -36.937131
"2091" 174.725982 -36.936251
"2092" 174.726569 -36.936251
"2093" 174.728329 -36.934491
"2094" 174.728622 -36.935078
"2095" 174.728622 -36.935958
"2096" 174.729503 -36.936545
"2097" 174.729503 -36.937425
"2098" 174.730969 -36.938892
"2099" 174.733316 -36.938892
"2100" 174.73537 -36.936838
"2101" 174.73537 -36.935078
"2102" 174.735956 -36.934491
"2103" 174.736543 -36.935371
"2104" 174.738303 -36.935371
"2105" 174.739183 -36.934491
"2106" 174.740063 -36.934491
"2107" 174.740943 -36.933905
"2108" 174.74153 -36.933611
"2109" 174.74241 -36.933024
"2110" 174.74417 -36.933024
"2111" 174.74505 -36.933905
"2112" 174.749157 -36.933905
"2113" 174.750037 -36.933024
"2114" 174.753264 -36.933024
"2115" 174.754144 -36.932144
"2116" 174.755024 -36.932144
"2117" 174.755904 -36.931264
"2118" 174.762358 -36.931264
"2119" 174.763825 -36.930091
"2120" 174.763825 -36.929211
"2121" 174.762945 -36.928331
"2122" 174.762945 -36.927451
"2123" 174.764118 -36.926277
"2124" 174.772626 -36.926277
"2125" 174.774972 -36.923637
"2126" 174.777613 -36.923637
"2127" 174.78084 -36.927157
"2128" 174.783186 -36.927157
"2129" 174.783773 -36.927451
"2130" 174.783773 -36.928331
"2131" 174.782893 -36.929211
"2132" 174.782893 -36.930091
"2133" 174.784947 -36.932144
"2134" 174.790814 -36.932144
"2135" 174.791107 -36.931558
"2136" 174.791107 -36.930971
"2137" 174.791987 -36.930091
"2138" 174.791987 -36.926571
"2139" 174.792574 -36.926277
"2140" 174.793454 -36.926277
"2141" 174.794334 -36.927157
"2142" 174.795801 -36.927157
"2143" 174.796387 -36.927451
"2144" 174.796094 -36.928331
"2145" 174.795507 -36.929211
"2146" 174.795507 -36.930091
"2147" 174.796681 -36.931264
"2148" 174.799908 -36.931264
"2149" 174.804308 -36.927157
"2150" 174.804895 -36.927157
"2151" 174.808415 -36.930384
"2152" 174.810762 -36.930384
"2153" 174.812228 -36.929211
"2154" 174.812228 -36.927451
"2155" 174.812815 -36.926571
"2156" 174.812815 -36.925984
"2157" 174.813402 -36.925397
"2158" 174.813695 -36.925984
"2159" 174.813695 -36.927451
"2160" 174.813989 -36.928037
"2161" 174.814869 -36.928037
"2162" 174.815749 -36.928918
"2163" 174.816629 -36.928918
"2164" 174.817509 -36.929504
"2165" 174.821616 -36.929504
"2166" 174.822496 -36.928918
"2167" 174.824256 -36.928624
"2168" 174.825723 -36.930384
"2169" 174.827483 -36.930384
"2170" 174.828363 -36.929504
"2171" 174.829243 -36.929504
"2172" 174.830416 -36.930971
"2173" 174.830416 -36.933318
"2174" 174.831297 -36.934198
"2175" 174.831297 -36.938305
"2176" 174.832177 -36.939185
"2177" 174.832177 -36.940065
"2178" 174.83159 -36.940358
"2179" 174.829243 -36.940358
"2180" 174.828656 -36.940945
"2181" 174.828656 -36.942412
"2182" 174.829536 -36.943292
"2183" 174.829536 -36.945052
"2184" 174.829243 -36.945345
"2185" 174.828363 -36.945345
"2186" 174.827483 -36.944465
"2187" 174.825136 -36.944465
"2188" 174.824256 -36.945345
"2189" 174.823376 -36.945345
"2190" 174.820442 -36.948279
"2191" 174.820442 -36.949159
"2192" 174.821322 -36.950039
"2193" 174.821322 -36.950919
"2194" 174.820149 -36.952093
"2195" 174.818389 -36.950332
"2196" 174.817509 -36.950332
"2197" 174.816629 -36.951212
"2198" 174.814282 -36.951212
"2199" 174.813695 -36.950919
"2200" 174.815162 -36.949452
"2201" 174.816629 -36.949746
"2202" 174.817802 -36.948279
"2203" 174.817802 -36.947399
"2204" 174.818682 -36.946812
"2205" 174.818682 -36.943292
"2206" 174.819562 -36.942412
"2207" 174.818389 -36.941238
"2208" 174.817509 -36.941238
"2209" 174.816629 -36.942118
"2210" 174.814282 -36.942118
"2211" 174.813402 -36.942999
"2212" 174.810762 -36.942999
"2213" 174.809882 -36.943879
"2214" 174.809002 -36.943879
"2215" 174.807535 -36.945345
"2216" 174.806655 -36.945345
"2217" 174.805775 -36.946225
"2218" 174.804895 -36.946225
"2219" 174.804015 -36.947105
"2220" 174.803428 -36.947105
"2221" 174.801668 -36.948866
"2222" 174.800788 -36.948866
"2223" 174.798441 -36.951212
"2224" 174.796974 -36.950039
"2225" 174.797561 -36.949746
"2226" 174.798441 -36.949452
"2227" 174.800788 -36.947105
"2228" 174.801668 -36.947105
"2229" 174.802254 -36.946812
"2230" 174.801961 -36.945932
"2231" 174.801374 -36.945052
"2232" 174.801081 -36.944172
"2233" 174.800494 -36.943292
"2234" 174.800494 -36.942412
"2235" 174.799614 -36.941825
"2236" 174.799614 -36.940945
"2237" 174.799028 -36.940358
"2238" 174.794921 -36.940358
"2239" 174.793747 -36.939185
"2240" 174.793747 -36.938305
"2241" 174.792574 -36.937131
"2242" 174.787587 -36.937131
"2243" 174.785827 -36.938892
"2244" 174.78348 -36.938892
"2245" 174.7826 -36.938012
"2246" 174.78172 -36.938012
"2247" 174.78084 -36.937131
"2248" 174.778199 -36.937131
"2249" 174.776733 -36.938892
"2250" 174.770866 -36.938892
"2251" 174.769105 -36.940358
"2252" 174.767639 -36.938892
"2253" 174.766759 -36.938892
"2254" 174.764998 -36.940358
"2255" 174.763238 -36.938892
"2256" 174.761772 -36.938892
"2257" 174.760891 -36.939478
"2258" 174.758251 -36.939478
"2259" 174.757078 -36.940945
"2260" 174.757078 -36.942412
"2261" 174.756198 -36.943292
"2262" 174.756198 -36.947399
"2263" 174.758251 -36.949452
"2264" 174.759131 -36.949452
"2265" 174.760011 -36.950332
"2266" 174.760891 -36.950332
"2267" 174.761772 -36.951212
"2268" 174.763238 -36.951212
"2269" 174.764118 -36.952093
"2270" 174.764998 -36.952093
"2271" 174.767052 -36.954146
"2272" 174.767052 -36.955026
"2273" 174.767639 -36.955319
"2274" 174.768225 -36.955319
"2275" 174.769105 -36.956199
"2276" 174.769985 -36.956199
"2277" 174.770866 -36.95708
"2278" 174.772626 -36.95708
"2279" 174.773212 -36.95796
"2280" 174.774972 -36.95796
"2281" 174.776146 -36.959133
"2282" 174.776146 -36.961773
"2283" 174.775559 -36.962653
"2284" 174.775559 -36.96324
"2285" 174.774386 -36.96412
"2286" 174.774679 -36.96588
"2287" 174.773799 -36.96676
"2288" 174.773799 -36.968227
"2289" 174.773212 -36.968814
"2290" 174.772332 -36.968814
"2291" 174.769985 -36.971161
"2292" 174.769105 -36.971161
"2293" 174.766759 -36.973801
"2294" 174.765879 -36.973801
"2295" 174.763238 -36.976148
"2296" 174.762358 -36.976148
"2297" 174.761772 -36.977028
"2298" 174.760891 -36.977028
"2299" 174.760011 -36.976148
"2300" 174.757371 -36.976148
"2301" 174.756785 -36.977028
"2302" 174.755904 -36.977028
"2303" 174.754144 -36.978788
"2304" 174.750037 -36.978788
"2305" 174.749157 -36.979668
"2306" 174.748277 -36.979668
"2307" 174.745344 -36.982601
"2308" 174.745344 -36.987588
"2309" 174.744464 -36.988468
"2310" 174.744757 -36.989055
"2311" 174.742997 -36.990815
"2312" 174.742997 -36.994336
"2313" 174.743584 -36.994922
"2314" 174.743877 -36.995802
"2315" 174.74505 -36.996976
"2316" 174.74681 -36.996976
"2317" 174.747397 -36.997856
"2318" 174.749157 -36.997856
"2319" 174.750037 -36.998736
"2320" 174.752384 -36.998736
"2321" 174.753264 -36.999616
"2322" 174.754144 -36.999616
"2323" 174.754438 -36.999909
"2324" 174.754438 -36.999909
"2325" 174.437028 -36.5
"2326" 174.437028 -36.501794
"2327" 174.438202 -36.502967
"2328" 174.439962 -36.502967
"2329" 174.440548 -36.50326
"2330" 174.439082 -36.504727
"2331" 174.438202 -36.504727
"2332" 174.437615 -36.503847
"2333" 174.436735 -36.503847
"2334" 174.434681 -36.5059
"2335" 174.434681 -36.507367
"2336" 174.433215 -36.508834
"2337" 174.432335 -36.508834
"2338" 174.431748 -36.507954
"2339" 174.429988 -36.507954
"2340" 174.428814 -36.509127
"2341" 174.428814 -36.510007
"2342" 174.427054 -36.511768
"2343" 174.427054 -36.513234
"2344" 174.426174 -36.514114
"2345" 174.426174 -36.519101
"2346" 174.427054 -36.519982
"2347" 174.427054 -36.521742
"2348" 174.427934 -36.522622
"2349" 174.427934 -36.523502
"2350" 174.428814 -36.524088
"2351" 174.428814 -36.529956
"2352" 174.429988 -36.531422
"2353" 174.437322 -36.531422
"2354" 174.438202 -36.532009
"2355" 174.443189 -36.532009
"2356" 174.444069 -36.532889
"2357" 174.448176 -36.532889
"2358" 174.450523 -36.534943
"2359" 174.450523 -36.535823
"2360" 174.451109 -36.536703
"2361" 174.451109 -36.53993
"2362" 174.453456 -36.542276
"2363" 174.454336 -36.541983
"2364" 174.454629 -36.54257
"2365" 174.454629 -36.54345
"2366" 174.453749 -36.54433
"2367" 174.453749 -36.544917
"2368" 174.452869 -36.545797
"2369" 174.452869 -36.547557
"2370" 174.454629 -36.549317
"2371" 174.454629 -36.551664
"2372" 174.453749 -36.552544
"2373" 174.453749 -36.559878
"2374" 174.455803 -36.562225
"2375" 174.45639 -36.561638
"2376" 174.45639 -36.560758
"2377" 174.456976 -36.559878
"2378" 174.456976 -36.559291
"2379" 174.458736 -36.557531
"2380" 174.458736 -36.556651
"2381" 174.459617 -36.555771
"2382" 174.459617 -36.554891
"2383" 174.46079 -36.553717
"2384" 174.46431 -36.553717
"2385" 174.464604 -36.554304
"2386" 174.464604 -36.554891
"2387" 174.46431 -36.555477
"2388" 174.46343 -36.555477
"2389" 174.461083 -36.557531
"2390" 174.461963 -36.558411
"2391" 174.461083 -36.559291
"2392" 174.461083 -36.560171
"2393" 174.460497 -36.560758
"2394" 174.460497 -36.562518
"2395" 174.461083 -36.563398
"2396" 174.461377 -36.564278
"2397" 174.46079 -36.564571
"2398" 174.45991 -36.564571
"2399" 174.458443 -36.562811
"2400" 174.457563 -36.562811
"2401" 174.456976 -36.563398
"2402" 174.456976 -36.565158
"2403" 174.456683 -36.565451
"2404" 174.452869 -36.561638
"2405" 174.452869 -36.560758
"2406" 174.451989 -36.560171
"2407" 174.451989 -36.555771
"2408" 174.450816 -36.554597
"2409" 174.449936 -36.554597
"2410" 174.448762 -36.555771
"2411" 174.448762 -36.556651
"2412" 174.447882 -36.557531
"2413" 174.448762 -36.558411
"2414" 174.447002 -36.560171
"2415" 174.447002 -36.561638
"2416" 174.446709 -36.562225
"2417" 174.445829 -36.561344
"2418" 174.444949 -36.561344
"2419" 174.444069 -36.560464
"2420" 174.442602 -36.560464
"2421" 174.441722 -36.561344
"2422" 174.438202 -36.561344
"2423" 174.437615 -36.560464
"2424" 174.434095 -36.560464
"2425" 174.433215 -36.561344
"2426" 174.429108 -36.561344
"2427" 174.427934 -36.562518
"2428" 174.427934 -36.564278
"2429" 174.427641 -36.564571
"2430" 174.425881 -36.564571
"2431" 174.425001 -36.565451
"2432" 174.424121 -36.565451
"2433" 174.422947 -36.566625
"2434" 174.422947 -36.568385
"2435" 174.421187 -36.570145
"2436" 174.421187 -36.570732
"2437" 174.421774 -36.571319
"2438" 174.423241 -36.571319
"2439" 174.424121 -36.570438
"2440" 174.425881 -36.570438
"2441" 174.427641 -36.572199
"2442" 174.431748 -36.572199
"2443" 174.432628 -36.571319
"2444" 174.433508 -36.571319
"2445" 174.434095 -36.572199
"2446" 174.437615 -36.572199
"2447" 174.438202 -36.573079
"2448" 174.439082 -36.572785
"2449" 174.439962 -36.572199
"2450" 174.440842 -36.572199
"2451" 174.441722 -36.571319
"2452" 174.443189 -36.571319
"2453" 174.444069 -36.572199
"2454" 174.444949 -36.572199
"2455" 174.447589 -36.569558
"2456" 174.447882 -36.570145
"2457" 174.447882 -36.570732
"2458" 174.448762 -36.571612
"2459" 174.448762 -36.573372
"2460" 174.449642 -36.574252
"2461" 174.448469 -36.575425
"2462" 174.447589 -36.575425
"2463" 174.446709 -36.574545
"2464" 174.445829 -36.575425
"2465" 174.444069 -36.575425
"2466" 174.442015 -36.577479
"2467" 174.442015 -36.579239
"2468" 174.441722 -36.579532
"2469" 174.439962 -36.579532
"2470" 174.439082 -36.578652
"2471" 174.437615 -36.578652
"2472" 174.436735 -36.579532
"2473" 174.434095 -36.579532
"2474" 174.433508 -36.580413
"2475" 174.429108 -36.580413
"2476" 174.428228 -36.579532
"2477" 174.422361 -36.579532
"2478" 174.42148 -36.578652
"2479" 174.416787 -36.578652
"2480" 174.41532 -36.580119
"2481" 174.41532 -36.580999
"2482" 174.415027 -36.581293
"2483" 174.413267 -36.581293
"2484" 174.412093 -36.582466
"2485" 174.412093 -36.583346
"2486" 174.412973 -36.584226
"2487" 174.412973 -36.585106
"2488" 174.412386 -36.5854
"2489" 174.4118 -36.5854
"2490" 174.411213 -36.585986
"2491" 174.411213 -36.587453
"2492" 174.4118 -36.58804
"2493" 174.412386 -36.58804
"2494" 174.413267 -36.58892
"2495" 174.425001 -36.588626
"2496" 174.425881 -36.58804
"2497" 174.427641 -36.58804
"2498" 174.428228 -36.588626
"2499" 174.431748 -36.58892
"2500" 174.432335 -36.589506
"2501" 174.439082 -36.589506
"2502" 174.439668 -36.590093
"2503" 174.439668 -36.59156
"2504" 174.440255 -36.59244
"2505" 174.440255 -36.59508
"2506" 174.440842 -36.595374
"2507" 174.442602 -36.595374
"2508" 174.442895 -36.59508
"2509" 174.442895 -36.5942
